id,usuario,comentario,categoria,sentimiento,puede_votar,cuenta_verificada,dias_cuenta,voto
539,@user_0539,por qué no todos pueden votar en esta encuesta.,queja,negativo,0,0,5,sin_permiso
540,@user_0540,me sale error 403 al intentar votar,queja,negativo,0,0,1,sin_permiso
541,@user_0541,dice que mi cuenta no tiene permiso para votar,queja,negativo,0,0,7,sin_permiso
542,@user_0542,llevo poco tiempo registrado y no me deja votar,queja,negativo,0,0,20,sin_permiso
543,@user_0543,quitar la restricción ya...,en_contra_restriccion,negativo,0,0,15,sin_permiso
544,@user_0544,todos los alumnos deberían poder votar #encuesta,en_contra_restriccion,negativo,0,0,6,sin_permiso
545,@user_0545,el botón de votar está gris qué significa,neutro_pregunta,neutro,1,1,1112,abstencion
546,@user_0546,excluir gente del voto es antidemocrático,en_contra_restriccion,negativo,1,1,520,abrir_voto_a_todos
547,@user_0547,si eres sospechoso de bot no te dejan votar,explica_regla,neutro,1,1,918,a_favor_de_restringir
548,@user_0548,abrir el voto a todos haría más legítima la encuesta,en_contra_restriccion,negativo,1,1,662,abrir_voto_a_todos
549,@user_0549,quitar la restricción ya #voto,en_contra_restriccion,negativo,0,0,11,sin_permiso
550,@user_0550,mejor pocos votos reales que mil votos falsos,a_favor_restriccion,positivo,1,1,540,abstencion
551,@user_0551,si no todos pueden votar la encuesta no es válida #encuesta,queja,negativo,0,0,6,sin_permiso
552,@user_0552,llevo poco tiempo registrado y no me deja votar...,queja,negativo,0,0,10,sin_permiso
553,@user_0553,moderación bloquea votos de cuentas recién creadas pls,explica_regla,neutro,1,1,830,a_favor_de_restringir
554,@user_0554,está bien que no todos puedan votar así evitan bots #encuesta,a_favor_restriccion,positivo,0,0,3,sin_permiso
555,@user_0555,si no todos pueden votar para qué preguntan #encuesta,en_contra_restriccion,negativo,1,1,468,abrir_voto_a_todos
556,@user_0556,sin filtro de voto gana quien tenga más bots #voto,a_favor_restriccion,positivo,1,1,479,a_favor_de_restringir
557,@user_0557,las cuentas nuevas no pueden votar por seguridad.,explica_regla,neutro,1,0,625,abstencion
558,@user_0558,el botón de votar está gris qué significa!,neutro_pregunta,neutro,0,0,24,sin_permiso
559,@user_0559,dónde veo si mi cuenta puede votar #encuesta,neutro_pregunta,neutro,1,1,364,abrir_voto_a_todos
560,@user_0560,intenté votar tres veces y me rechaza...,queja,negativo,0,0,12,sin_permiso
561,@user_0561,soy alumno y aun asi no puedo emitir voto,queja,negativo,0,0,1,sin_permiso
562,@user_0562,moderación bloquea votos de cuentas recién creadas!,explica_regla,neutro,0,0,1,sin_permiso
563,@user_0563,apoyo que solo voten cuentas verificadas,a_favor_restriccion,positivo,0,0,13,sin_permiso
564,@user_0564,esto silencia a los de nuevo ingreso pls,en_contra_restriccion,negativo,1,1,824,abrir_voto_a_todos
565,@user_0565,hay que tener correo institucional para votar!,explica_regla,neutro,1,1,568,abrir_voto_a_todos
566,@user_0566,la restricción de voto protege el resultado??,a_favor_restriccion,positivo,1,1,707,abstencion
567,@user_0567,esto silencia a los de nuevo ingreso...,en_contra_restriccion,negativo,1,1,93,abstencion
568,@user_0568,solo cuentas verificadas pueden votar pls,explica_regla,neutro,0,0,12,sin_permiso
569,@user_0569,intenté votar tres veces y me rechaza...,queja,negativo,0,0,8,sin_permiso
570,@user_0570,sin filtro de voto gana quien tenga más bots!,a_favor_restriccion,positivo,0,0,1,sin_permiso
571,@user_0571,todos los alumnos deberían poder votar #voto,en_contra_restriccion,negativo,1,1,242,abrir_voto_a_todos
572,@user_0572,dice que mi cuenta no tiene permiso para votar pls,queja,negativo,0,0,16,sin_permiso
573,@user_0573,sin verificación de identidad no hay voto...,explica_regla,neutro,0,0,5,sin_permiso
574,@user_0574,sin verificación de identidad no hay voto!,explica_regla,neutro,1,1,233,abrir_voto_a_todos
575,@user_0575,excluir gente del voto es antidemocrático??,en_contra_restriccion,negativo,1,1,465,abrir_voto_a_todos
576,@user_0576,para votar necesitas más de 30 días de antigüedad!,explica_regla,neutro,0,0,10,sin_permiso
577,@user_0577,no es justo que no todos puedan votar pls,queja,negativo,0,0,12,sin_permiso
578,@user_0578,intenté votar tres veces y me rechaza pls,queja,negativo,0,0,17,sin_permiso
579,@user_0579,cuántos días de cuenta necesito para votar pls,neutro_pregunta,neutro,1,1,701,abstencion
580,@user_0580,si dejan votar a cualquiera manipulan la encuesta!,a_favor_restriccion,positivo,1,1,1454,a_favor_de_restringir
581,@user_0581,limitar el voto es necesario en este foro,a_favor_restriccion,positivo,1,1,878,abstencion
582,@user_0582,está bien que no todos puedan votar así evitan bots.,a_favor_restriccion,positivo,1,0,1258,a_favor_de_restringir
583,@user_0583,la restricción de voto protege el resultado,a_favor_restriccion,positivo,1,1,346,a_favor_de_restringir
584,@user_0584,esto silencia a los de nuevo ingreso...,en_contra_restriccion,negativo,0,0,12,sin_permiso
585,@user_0585,aparece el mensaje: no tienes permiso para votar,queja,negativo,0,0,21,sin_permiso
586,@user_0586,concuerdo: no todos deben poder votar aquí.,a_favor_restriccion,positivo,1,1,566,abstencion
587,@user_0587,quién sí puede votar entonces.,neutro_pregunta,neutro,0,0,1,sin_permiso
588,@user_0588,hay una lista de quiénes sí votan,neutro_pregunta,neutro,1,1,303,a_favor_de_restringir
589,@user_0589,para votar necesitas más de 30 días de antigüedad #encuesta,explica_regla,neutro,0,0,24,sin_permiso
590,@user_0590,si dejan votar a cualquiera manipulan la encuesta...,a_favor_restriccion,positivo,1,0,851,a_favor_de_restringir
591,@user_0591,todos los alumnos deberían poder votar #voto,en_contra_restriccion,negativo,1,1,186,abrir_voto_a_todos
592,@user_0592,soy alumno y aun asi no puedo emitir voto??,queja,negativo,0,0,7,sin_permiso
593,@user_0593,si dejan votar a cualquiera manipulan la encuesta...,a_favor_restriccion,positivo,1,1,556,a_favor_de_restringir
594,@user_0594,limitar el voto es necesario en este foro...,a_favor_restriccion,positivo,1,0,603,a_favor_de_restringir
595,@user_0595,abrir el voto a todos haría más legítima la encuesta #encuesta,en_contra_restriccion,negativo,1,1,127,abrir_voto_a_todos
596,@user_0596,esto silencia a los de nuevo ingreso,en_contra_restriccion,negativo,0,0,1,sin_permiso
597,@user_0597,solo cuentas verificadas pueden votar.,explica_regla,neutro,1,1,482,abstencion
598,@user_0598,soy alumno y aun asi no puedo emitir voto...,queja,negativo,0,0,17,sin_permiso
599,@user_0599,el reglamento dice: no todos pueden votar!,explica_regla,neutro,0,0,8,sin_permiso
600,@user_0600,la regla de no todos pueden votar discrimina.,en_contra_restriccion,negativo,0,0,10,sin_permiso
601,@user_0601,quién sí puede votar entonces,neutro_pregunta,neutro,0,0,7,sin_permiso
602,@user_0602,solo cuentas verificadas pueden votar.,explica_regla,neutro,1,1,826,abstencion
603,@user_0603,cuántos días de cuenta necesito para votar pls,neutro_pregunta,neutro,1,1,1462,abstencion
604,@user_0604,el reglamento dice: no todos pueden votar...,explica_regla,neutro,1,1,1197,abstencion
605,@user_0605,si eres sospechoso de bot no te dejan votar pls,explica_regla,neutro,0,0,3,sin_permiso
606,@user_0606,yo pago inscripción y no puedo votar absurdo.,en_contra_restriccion,negativo,1,1,435,abrir_voto_a_todos
607,@user_0607,limitar el voto es necesario en este foro!,a_favor_restriccion,positivo,1,1,948,a_favor_de_restringir
608,@user_0608,por qué no todos pueden votar en esta encuesta.,queja,negativo,0,0,17,sin_permiso
609,@user_0609,aparece el mensaje: no tienes permiso para votar...,queja,negativo,0,0,5,sin_permiso
610,@user_0610,alguien sabe por qué no todos pueden votar...,neutro_pregunta,neutro,1,1,437,abstencion
611,@user_0611,limitar el voto es necesario en este foro #encuesta,a_favor_restriccion,positivo,1,1,1,a_favor_de_restringir
612,@user_0612,si eres sospechoso de bot no te dejan votar #encuesta,explica_regla,neutro,1,1,445,abstencion
613,@user_0613,quiero votar y la plataforma me bloquea??,queja,negativo,0,0,6,sin_permiso
614,@user_0614,las cuentas nuevas no pueden votar por seguridad.,explica_regla,neutro,1,1,1182,abstencion
615,@user_0615,me sale error 403 al intentar votar...,queja,negativo,0,0,9,sin_permiso
616,@user_0616,sin filtro de voto gana quien tenga más bots!,a_favor_restriccion,positivo,1,1,657,a_favor_de_restringir
617,@user_0617,si no todos pueden votar para qué preguntan #encuesta,en_contra_restriccion,negativo,1,1,768,abstencion
618,@user_0618,moderación bloquea votos de cuentas recién creadas...,explica_regla,neutro,0,0,13,sin_permiso
619,@user_0619,dice que mi cuenta no tiene permiso para votar,queja,negativo,0,0,21,sin_permiso
620,@user_0620,staff y alumnos verificados sí pueden votar,explica_regla,neutro,1,1,773,a_favor_de_restringir
621,@user_0621,quiero votar y la plataforma me bloquea #encuesta,queja,negativo,0,0,1,sin_permiso
622,@user_0622,la restricción de voto protege el resultado.,a_favor_restriccion,positivo,0,0,7,sin_permiso
623,@user_0623,la regla de no todos pueden votar discrimina.,en_contra_restriccion,negativo,1,1,343,abrir_voto_a_todos
624,@user_0624,sin filtro de voto gana quien tenga más bots #encuesta,a_favor_restriccion,positivo,1,1,853,abstencion
625,@user_0625,aparece el mensaje: no tienes permiso para votar #encuesta,queja,negativo,0,0,17,sin_permiso
626,@user_0626,quiero votar y la plataforma me bloquea...,queja,negativo,0,0,16,sin_permiso
627,@user_0627,quiero votar y la plataforma me bloquea,queja,negativo,0,0,1,sin_permiso
628,@user_0628,hay que tener correo institucional para votar pls,explica_regla,neutro,0,0,12,sin_permiso
629,@user_0629,el reglamento dice: no todos pueden votar.,explica_regla,neutro,1,1,1160,abstencion
630,@user_0630,si dejan votar a cualquiera manipulan la encuesta #voto,a_favor_restriccion,positivo,1,1,656,a_favor_de_restringir
631,@user_0631,sin verificación de identidad no hay voto,explica_regla,neutro,1,1,1124,abrir_voto_a_todos
632,@user_0632,aparece el mensaje: no tienes permiso para votar #voto,queja,negativo,0,0,7,sin_permiso
633,@user_0633,puedo recuperar el permiso de voto #encuesta,neutro_pregunta,neutro,1,0,1174,abrir_voto_a_todos
634,@user_0634,moderación bloquea votos de cuentas recién creadas pls,explica_regla,neutro,0,0,7,sin_permiso
635,@user_0635,alguien sabe por qué no todos pueden votar pls,neutro_pregunta,neutro,0,0,1,sin_permiso
636,@user_0636,solo cuentas verificadas pueden votar,explica_regla,neutro,1,1,941,a_favor_de_restringir
637,@user_0637,para votar necesitas más de 30 días de antigüedad.,explica_regla,neutro,1,1,955,abstencion
638,@user_0638,abrir el voto a todos haría más legítima la encuesta,en_contra_restriccion,negativo,1,1,903,abstencion
639,@user_0639,solo alumnos activos del semestre pueden votar,explica_regla,neutro,0,0,3,sin_permiso
640,@user_0640,quitar la restricción ya pls,en_contra_restriccion,negativo,0,0,7,sin_permiso
641,@user_0641,limitar el voto es necesario en este foro,a_favor_restriccion,positivo,1,1,1016,abstencion
642,@user_0642,moderación bloquea votos de cuentas recién creadas...,explica_regla,neutro,1,1,897,abrir_voto_a_todos
643,@user_0643,excluir gente del voto es antidemocrático!,en_contra_restriccion,negativo,1,1,1181,abrir_voto_a_todos
644,@user_0644,soy alumno y aun asi no puedo emitir voto??,queja,negativo,0,0,16,sin_permiso
645,@user_0645,abrir el voto a todos haría más legítima la encuesta #voto,en_contra_restriccion,negativo,0,0,20,sin_permiso
646,@user_0646,por qué no todos pueden votar en esta encuesta!,queja,negativo,0,0,5,sin_permiso
647,@user_0647,aparece el mensaje: no tienes permiso para votar.,queja,negativo,0,0,1,sin_permiso
648,@user_0648,moderación bloquea votos de cuentas recién creadas!,explica_regla,neutro,0,0,9,sin_permiso
649,@user_0649,llevo poco tiempo registrado y no me deja votar??,queja,negativo,0,0,3,sin_permiso
650,@user_0650,el reglamento dice: no todos pueden votar,explica_regla,neutro,0,0,10,sin_permiso
651,@user_0651,concuerdo: no todos deben poder votar aquí,a_favor_restriccion,positivo,1,1,317,a_favor_de_restringir
652,@user_0652,las cuentas nuevas no pueden votar por seguridad pls,explica_regla,neutro,1,1,666,a_favor_de_restringir
653,@user_0653,aparece el mensaje: no tienes permiso para votar,queja,negativo,0,0,3,sin_permiso
654,@user_0654,el botón de votar está gris qué significa...,neutro_pregunta,neutro,1,1,198,abstencion
655,@user_0655,concuerdo: no todos deben poder votar aquí #encuesta,a_favor_restriccion,positivo,1,1,809,a_favor_de_restringir
656,@user_0656,mejor pocos votos reales que mil votos falsos...,a_favor_restriccion,positivo,1,1,649,abstencion
657,@user_0657,para votar necesitas más de 30 días de antigüedad,explica_regla,neutro,1,0,1030,a_favor_de_restringir
658,@user_0658,cuántos días de cuenta necesito para votar,neutro_pregunta,neutro,1,1,1093,a_favor_de_restringir
659,@user_0659,para votar necesitas más de 30 días de antigüedad!,explica_regla,neutro,1,1,1195,abrir_voto_a_todos
660,@user_0660,me sale error 403 al intentar votar??,queja,negativo,0,0,20,sin_permiso
661,@user_0661,quiero votar y la plataforma me bloquea #encuesta,queja,negativo,0,0,4,sin_permiso
662,@user_0662,apoyo que solo voten cuentas verificadas...,a_favor_restriccion,positivo,1,1,1066,abstencion
663,@user_0663,por qué no todos pueden votar en esta encuesta #voto,queja,negativo,0,0,1,sin_permiso
664,@user_0664,intenté votar tres veces y me rechaza...,queja,negativo,0,0,11,sin_permiso
665,@user_0665,soy alumno y aun asi no puedo emitir voto??,queja,negativo,0,0,21,sin_permiso
666,@user_0666,si no todos pueden votar para qué preguntan,en_contra_restriccion,negativo,0,0,4,sin_permiso
667,@user_0667,hay una lista de quiénes sí votan...,neutro_pregunta,neutro,1,0,811,a_favor_de_restringir
668,@user_0668,no es justo que no todos puedan votar??,queja,negativo,0,0,1,sin_permiso
669,@user_0669,todos los alumnos deberían poder votar,en_contra_restriccion,negativo,0,0,12,sin_permiso
670,@user_0670,dónde veo si mi cuenta puede votar!,neutro_pregunta,neutro,0,0,3,sin_permiso
671,@user_0671,llevo poco tiempo registrado y no me deja votar pls,queja,negativo,0,0,21,sin_permiso
672,@user_0672,no es justo que no todos puedan votar,queja,negativo,0,0,4,sin_permiso
673,@user_0673,no es justo que no todos puedan votar,queja,negativo,0,0,9,sin_permiso
674,@user_0674,si eres sospechoso de bot no te dejan votar...,explica_regla,neutro,1,1,1554,abstencion
675,@user_0675,alguien sabe por qué no todos pueden votar pls,neutro_pregunta,neutro,1,1,900,a_favor_de_restringir
676,@user_0676,está bien que no todos puedan votar así evitan bots,a_favor_restriccion,positivo,1,1,499,a_favor_de_restringir
677,@user_0677,yo pago inscripción y no puedo votar absurdo!,en_contra_restriccion,negativo,0,0,1,sin_permiso
678,@user_0678,yo pago inscripción y no puedo votar absurdo #encuesta,en_contra_restriccion,negativo,0,0,9,sin_permiso
679,@user_0679,solo alumnos activos del semestre pueden votar...,explica_regla,neutro,1,1,124,a_favor_de_restringir
680,@user_0680,staff y alumnos verificados sí pueden votar,explica_regla,neutro,1,1,1006,abrir_voto_a_todos
681,@user_0681,apoyo que solo voten cuentas verificadas??,a_favor_restriccion,positivo,1,1,610,a_favor_de_restringir
682,@user_0682,staff y alumnos verificados sí pueden votar #encuesta,explica_regla,neutro,0,0,22,sin_permiso
683,@user_0683,quitar la restricción ya pls,en_contra_restriccion,negativo,1,0,696,abrir_voto_a_todos
684,@user_0684,para votar necesitas más de 30 días de antigüedad,explica_regla,neutro,1,1,654,a_favor_de_restringir
685,@user_0685,quién sí puede votar entonces??,neutro_pregunta,neutro,1,0,1052,abstencion
686,@user_0686,sin filtro de voto gana quien tenga más bots,a_favor_restriccion,positivo,1,1,1448,abstencion
687,@user_0687,el reglamento dice: no todos pueden votar,explica_regla,neutro,1,1,949,abrir_voto_a_todos
688,@user_0688,sin verificación de identidad no hay voto #voto,explica_regla,neutro,0,0,11,sin_permiso
689,@user_0689,si no todos pueden votar la encuesta no es válida,queja,negativo,0,0,11,sin_permiso
690,@user_0690,el reglamento dice: no todos pueden votar pls,explica_regla,neutro,1,1,824,abstencion
691,@user_0691,staff y alumnos verificados sí pueden votar...,explica_regla,neutro,0,0,14,sin_permiso
692,@user_0692,abrir el voto a todos haría más legítima la encuesta #encuesta,en_contra_restriccion,negativo,1,1,975,abrir_voto_a_todos
693,@user_0693,apoyo que solo voten cuentas verificadas pls,a_favor_restriccion,positivo,1,1,658,a_favor_de_restringir
694,@user_0694,sin filtro de voto gana quien tenga más bots,a_favor_restriccion,positivo,1,1,949,a_favor_de_restringir
695,@user_0695,mejor pocos votos reales que mil votos falsos #voto,a_favor_restriccion,positivo,1,0,1177,a_favor_de_restringir
696,@user_0696,concuerdo: no todos deben poder votar aquí??,a_favor_restriccion,positivo,1,1,992,a_favor_de_restringir
697,@user_0697,si eres sospechoso de bot no te dejan votar #voto,explica_regla,neutro,1,1,783,abstencion
698,@user_0698,llevo poco tiempo registrado y no me deja votar!,queja,negativo,0,0,18,sin_permiso
699,@user_0699,llevo poco tiempo registrado y no me deja votar.,queja,negativo,0,0,11,sin_permiso
700,@user_0700,limitar el voto es necesario en este foro pls,a_favor_restriccion,positivo,1,1,964,a_favor_de_restringir
701,@user_0701,apoyo que solo voten cuentas verificadas!,a_favor_restriccion,positivo,1,0,660,a_favor_de_restringir
702,@user_0702,las cuentas nuevas no pueden votar por seguridad.,explica_regla,neutro,0,0,10,sin_permiso
703,@user_0703,me sale error 403 al intentar votar,queja,negativo,0,0,7,sin_permiso
704,@user_0704,solo cuentas verificadas pueden votar,explica_regla,neutro,0,0,12,sin_permiso
705,@user_0705,mejor pocos votos reales que mil votos falsos,a_favor_restriccion,positivo,1,1,961,abstencion
706,@user_0706,está bien que no todos puedan votar así evitan bots...,a_favor_restriccion,positivo,1,0,570,a_favor_de_restringir
707,@user_0707,intenté votar tres veces y me rechaza,queja,negativo,0,0,11,sin_permiso
708,@user_0708,moderación bloquea votos de cuentas recién creadas #voto,explica_regla,neutro,0,0,8,sin_permiso
709,@user_0709,staff y alumnos verificados sí pueden votar #voto,explica_regla,neutro,1,1,511,a_favor_de_restringir
710,@user_0710,la regla de no todos pueden votar discrimina.,en_contra_restriccion,negativo,0,0,10,sin_permiso
711,@user_0711,si no todos pueden votar para qué preguntan #voto,en_contra_restriccion,negativo,1,1,641,abstencion
712,@user_0712,solo cuentas verificadas pueden votar #encuesta,explica_regla,neutro,1,0,958,a_favor_de_restringir
713,@user_0713,está bien que no todos puedan votar así evitan bots #voto,a_favor_restriccion,positivo,1,1,643,a_favor_de_restringir
714,@user_0714,el reglamento dice: no todos pueden votar #encuesta,explica_regla,neutro,0,0,16,sin_permiso
715,@user_0715,todos los alumnos deberían poder votar!,en_contra_restriccion,negativo,1,1,1322,abrir_voto_a_todos
716,@user_0716,llevo poco tiempo registrado y no me deja votar??,queja,negativo,0,0,11,sin_permiso
717,@user_0717,solo cuentas verificadas pueden votar #encuesta,explica_regla,neutro,1,1,587,abstencion
718,@user_0718,si no todos pueden votar para qué preguntan...,en_contra_restriccion,negativo,0,0,1,sin_permiso
719,@user_0719,solo alumnos activos del semestre pueden votar,explica_regla,neutro,1,1,714,abrir_voto_a_todos
720,@user_0720,intenté votar tres veces y me rechaza...,queja,negativo,0,0,6,sin_permiso
721,@user_0721,el reglamento dice: no todos pueden votar #encuesta,explica_regla,neutro,0,0,24,sin_permiso
722,@user_0722,alguien sabe por qué no todos pueden votar,neutro_pregunta,neutro,1,1,803,abstencion
723,@user_0723,soy alumno y aun asi no puedo emitir voto??,queja,negativo,0,0,16,sin_permiso
724,@user_0724,si no todos pueden votar la encuesta no es válida...,queja,negativo,0,0,1,sin_permiso
725,@user_0725,apoyo que solo voten cuentas verificadas pls,a_favor_restriccion,positivo,1,0,881,a_favor_de_restringir
726,@user_0726,quiero votar y la plataforma me bloquea...,queja,negativo,0,0,4,sin_permiso
727,@user_0727,quién sí puede votar entonces #encuesta,neutro_pregunta,neutro,1,1,774,abstencion
728,@user_0728,la regla de no todos pueden votar discrimina.,en_contra_restriccion,negativo,1,0,980,abstencion
729,@user_0729,todos los alumnos deberían poder votar!,en_contra_restriccion,negativo,0,0,11,sin_permiso
730,@user_0730,me sale error 403 al intentar votar,queja,negativo,0,0,13,sin_permiso
731,@user_0731,la restricción de voto protege el resultado.,a_favor_restriccion,positivo,1,1,180,a_favor_de_restringir
732,@user_0732,qué requisitos hay para poder votar,neutro_pregunta,neutro,0,0,14,sin_permiso
733,@user_0733,soy alumno y aun asi no puedo emitir voto pls,queja,negativo,0,0,12,sin_permiso
734,@user_0734,dice que mi cuenta no tiene permiso para votar,queja,negativo,0,0,23,sin_permiso
735,@user_0735,quién sí puede votar entonces pls,neutro_pregunta,neutro,1,0,1210,abstencion
736,@user_0736,si dejan votar a cualquiera manipulan la encuesta,a_favor_restriccion,positivo,1,1,1030,a_favor_de_restringir
737,@user_0737,la regla de no todos pueden votar discrimina,en_contra_restriccion,negativo,1,1,747,abrir_voto_a_todos
738,@user_0738,aparece el mensaje: no tienes permiso para votar??,queja,negativo,0,0,7,sin_permiso
739,@user_0739,llevo poco tiempo registrado y no me deja votar,queja,negativo,0,0,5,sin_permiso
740,@user_0740,llevo poco tiempo registrado y no me deja votar #voto,queja,negativo,0,0,4,sin_permiso
741,@user_0741,mejor pocos votos reales que mil votos falsos??,a_favor_restriccion,positivo,1,1,72,abstencion
742,@user_0742,apoyo que solo voten cuentas verificadas...,a_favor_restriccion,positivo,1,1,388,a_favor_de_restringir
743,@user_0743,yo pago inscripción y no puedo votar absurdo #voto,en_contra_restriccion,negativo,0,0,4,sin_permiso
744,@user_0744,excluir gente del voto es antidemocrático #encuesta,en_contra_restriccion,negativo,1,0,1108,abrir_voto_a_todos
745,@user_0745,hay que tener correo institucional para votar,explica_regla,neutro,0,0,1,sin_permiso
746,@user_0746,dice que mi cuenta no tiene permiso para votar,queja,negativo,0,0,2,sin_permiso
747,@user_0747,apoyo que solo voten cuentas verificadas,a_favor_restriccion,positivo,1,1,603,abstencion
748,@user_0748,las cuentas nuevas no pueden votar por seguridad pls,explica_regla,neutro,1,1,576,a_favor_de_restringir
749,@user_0749,sin filtro de voto gana quien tenga más bots pls,a_favor_restriccion,positivo,1,0,1631,abstencion
750,@user_0750,excluir gente del voto es antidemocrático,en_contra_restriccion,negativo,0,0,1,sin_permiso
751,@user_0751,puedo recuperar el permiso de voto!,neutro_pregunta,neutro,1,1,910,abrir_voto_a_todos
752,@user_0752,staff y alumnos verificados sí pueden votar??,explica_regla,neutro,1,1,950,abstencion
753,@user_0753,concuerdo: no todos deben poder votar aquí,a_favor_restriccion,positivo,1,1,392,a_favor_de_restringir
754,@user_0754,cuántos días de cuenta necesito para votar,neutro_pregunta,neutro,1,1,1,abstencion
755,@user_0755,aparece el mensaje: no tienes permiso para votar pls,queja,negativo,0,0,17,sin_permiso
756,@user_0756,aparece el mensaje: no tienes permiso para votar.,queja,negativo,0,0,2,sin_permiso
757,@user_0757,limitar el voto es necesario en este foro??,a_favor_restriccion,positivo,1,1,1048,a_favor_de_restringir
758,@user_0758,me sale error 403 al intentar votar??,queja,negativo,0,0,12,sin_permiso
759,@user_0759,yo pago inscripción y no puedo votar absurdo,en_contra_restriccion,negativo,0,0,32,sin_permiso
760,@user_0760,dónde veo si mi cuenta puede votar??,neutro_pregunta,neutro,1,1,413,abstencion
761,@user_0761,dónde veo si mi cuenta puede votar!,neutro_pregunta,neutro,1,0,1035,abrir_voto_a_todos
762,@user_0762,mejor pocos votos reales que mil votos falsos,a_favor_restriccion,positivo,1,1,311,a_favor_de_restringir
763,@user_0763,limitar el voto es necesario en este foro...,a_favor_restriccion,positivo,1,1,826,a_favor_de_restringir
764,@user_0764,mejor pocos votos reales que mil votos falsos #voto,a_favor_restriccion,positivo,1,1,1091,a_favor_de_restringir
765,@user_0765,abrir el voto a todos haría más legítima la encuesta.,en_contra_restriccion,negativo,0,0,17,sin_permiso
766,@user_0766,la restricción de voto protege el resultado,a_favor_restriccion,positivo,1,1,597,a_favor_de_restringir
767,@user_0767,abrir el voto a todos haría más legítima la encuesta,en_contra_restriccion,negativo,1,0,754,abrir_voto_a_todos
768,@user_0768,quiero votar y la plataforma me bloquea pls,queja,negativo,0,0,14,sin_permiso
769,@user_0769,sin verificación de identidad no hay voto #encuesta,explica_regla,neutro,0,0,27,sin_permiso
770,@user_0770,excluir gente del voto es antidemocrático...,en_contra_restriccion,negativo,0,0,1,sin_permiso
771,@user_0771,esto silencia a los de nuevo ingreso.,en_contra_restriccion,negativo,1,1,883,abstencion
772,@user_0772,la regla de no todos pueden votar discrimina,en_contra_restriccion,negativo,0,0,8,sin_permiso
773,@user_0773,excluir gente del voto es antidemocrático??,en_contra_restriccion,negativo,1,0,568,abstencion
774,@user_0774,soy alumno y aun asi no puedo emitir voto #encuesta,queja,negativo,0,0,1,sin_permiso
775,@user_0775,si no todos pueden votar la encuesta no es válida,queja,negativo,0,0,16,sin_permiso
776,@user_0776,esto silencia a los de nuevo ingreso,en_contra_restriccion,negativo,0,0,15,sin_permiso
777,@user_0777,solo cuentas verificadas pueden votar!,explica_regla,neutro,0,0,1,sin_permiso
778,@user_0778,para votar necesitas más de 30 días de antigüedad.,explica_regla,neutro,1,1,735,abstencion
779,@user_0779,concuerdo: no todos deben poder votar aquí??,a_favor_restriccion,positivo,1,1,1064,abstencion
780,@user_0780,puedo recuperar el permiso de voto!,neutro_pregunta,neutro,1,1,903,abstencion
781,@user_0781,todos los alumnos deberían poder votar #voto,en_contra_restriccion,negativo,1,1,382,abrir_voto_a_todos
782,@user_0782,yo pago inscripción y no puedo votar absurdo pls,en_contra_restriccion,negativo,1,1,1297,abstencion
783,@user_0783,moderación bloquea votos de cuentas recién creadas.,explica_regla,neutro,1,1,1188,abstencion
784,@user_0784,no es justo que no todos puedan votar??,queja,negativo,0,0,12,sin_permiso
785,@user_0785,por qué no todos pueden votar en esta encuesta.,queja,negativo,0,0,11,sin_permiso
786,@user_0786,llevo poco tiempo registrado y no me deja votar,queja,negativo,0,0,14,sin_permiso
787,@user_0787,dice que mi cuenta no tiene permiso para votar!,queja,negativo,0,0,17,sin_permiso
788,@user_0788,yo pago inscripción y no puedo votar absurdo.,en_contra_restriccion,negativo,1,0,752,abrir_voto_a_todos
789,@user_0789,aparece el mensaje: no tienes permiso para votar #voto,queja,negativo,0,0,1,sin_permiso
790,@user_0790,no es justo que no todos puedan votar.,queja,negativo,0,0,14,sin_permiso
791,@user_0791,limitar el voto es necesario en este foro!,a_favor_restriccion,positivo,1,1,626,a_favor_de_restringir
792,@user_0792,solo alumnos activos del semestre pueden votar #encuesta,explica_regla,neutro,0,0,1,sin_permiso
793,@user_0793,quitar la restricción ya...,en_contra_restriccion,negativo,0,0,9,sin_permiso
794,@user_0794,sin verificación de identidad no hay voto pls,explica_regla,neutro,1,0,353,abstencion
795,@user_0795,mejor pocos votos reales que mil votos falsos??,a_favor_restriccion,positivo,1,1,922,abstencion
796,@user_0796,si dejan votar a cualquiera manipulan la encuesta.,a_favor_restriccion,positivo,1,1,1265,a_favor_de_restringir
797,@user_0797,si eres sospechoso de bot no te dejan votar #encuesta,explica_regla,neutro,1,1,554,abstencion
798,@user_0798,apoyo que solo voten cuentas verificadas pls,a_favor_restriccion,positivo,1,1,1278,a_favor_de_restringir
799,@user_0799,solo alumnos activos del semestre pueden votar??,explica_regla,neutro,1,1,953,abstencion
800,@user_0800,el reglamento dice: no todos pueden votar??,explica_regla,neutro,0,0,8,sin_permiso
801,@user_0801,dónde veo si mi cuenta puede votar pls,neutro_pregunta,neutro,1,0,1040,abrir_voto_a_todos
802,@user_0802,apoyo que solo voten cuentas verificadas...,a_favor_restriccion,positivo,1,1,628,a_favor_de_restringir
803,@user_0803,quiero votar y la plataforma me bloquea!,queja,negativo,0,0,15,sin_permiso
804,@user_0804,yo pago inscripción y no puedo votar absurdo pls,en_contra_restriccion,negativo,1,0,835,abrir_voto_a_todos
